metabolite,biochemical,platform_name,id,fluid,matched,name,sid,chebi,swisslipids,hmdb,lipidmaps,pubchem,chebi_name,swisslipids_name,hmdb_name,lipidmaps_name,IUPAC,InchiKey,chebi_synonyms,swisslipids_synonyms,lipidmaps_synonyms
"""1,5-anhydroglucitol (1,5-AG)""","""1,5-anhydroglucitol (1,5-AG)""","""Metabolon HD4 [nt-ms]""","""20675 LC/MS Neg""","""urine""",true,"[""1,5-anhydroglucitol (1,5-AG)""]","[""20675_gcms"", ""20675_lcmsneg""]","[""CHEBI:16070""]",[],"[""HMDB0002712""]",[],"[""64960""]","[""1,5-anhydro-D-glucitol""]",[],"[""1,5-Anhydrosorbitol""]",[],"[""(2R,3S,4R,5S)-2-(hydroxymethyl)oxane-3,4,5-triol""]","[""MPCAJMNYNOGXPB-SLPGGIOYSA-N""]","[""1,5-anhydro-D-glucitol"", [""1,5-Anhydro-D-glucitol"", ""1,5-Anhydro-D-sorbitol"", ""1,5-Anhydroglucitol"", ""(2R,3S,4R,5S)-2-(hydroxymethyl)oxane-3,4,5-triol"", ""1,5-anhydro-D-glucitol"", ""1,5-anhydro-D-sorbitol"", ""1,5-anhydroglucitol"", ""1,5-ANHYDROSORBITOL"", ""1,5-anhydro-D-glucitol""]]",[],[]
"""1,6-anhydroglucose""","""1,6-anhydroglucose""","""Metabolon HD4 [nt-ms]""","""21049 LC/MS Neg""","""urine""",true,"[""1,6-anhydroglucose""]","[""21049_gcms"", ""21049_lcmsneg""]","[""CHEBI:30997""]",[],"[""HMDB0000640""]",[],"[""2724705""]","[""levoglucosan""]",[],"[""Levoglucosan""]",[],"[""(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol""]","[""TWNIBLMWSKIRAT-VFUOTHLCSA-N""]","[""levoglucosan"", [""1,6-anhydro-beta-D-glucopyranose"", ""1,6-Anhydro-beta-glucopyranose"", ""Leucoglucosan"", ""1,6-Anhydro-beta-D-glucose"", ""(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol"", ""1,6-anhydroglucose"", ""Glucosan"", ""1,6-anhydro-beta-D-glucose"", ""6,8-dioxabicyclo[3.2.1]octane, beta-D-glucopyranose deriv"", ""levoglucosan""]]",[],[]
"""1,7-dimethylurate""","""1,7-dimethylurate""","""Metabolon HD4 [nt-ms]""","""34400 LC/MS Neg""","""urine""",true,"[""1,7-dimethylurate""]","[""34400_lcmsneg""]","[""CHEBI:68449""]",[],"[""HMDB0011103""]",[],"[""91611""]","[""1,7-dimethyluric acid""]",[],"[""1,7-Dimethyluric acid""]",[],"[""1,7-dimethyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione""]","[""NOFNCLGCUJJPKU-UHFFFAOYSA-N""]","[""1,7-dimethyluric acid"", [""1,7-dimethyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione""]]",[],[]
"""11-ketoetiocholanolone glucuronide""","""11-ketoetiocholanolone glucuronide""","""Metabolon HD4 [nt-ms]""","""47135 LC/MS Neg""","""urine""",true,"[""11-ketoetiocholanolone glucuronide""]","[""47135_lcmsneg""]","[""CHEBI:88771""]",[],"[""HMDB0010338""]",[],"[""53478031""]","[""11-Oxo-androsterone glucuronide""]",[],"[""11-Oxo-androsterone glucuronide""]",[],[],"[""QTXWOOLAHRQMGZ-UHFFFAOYSA-N""]","[""11-Oxo-androsterone glucuronide"", [""11-Oxoetiocholanolone glucuronide"", ""11-Oxoandrosterone glucuronide"", ""11-Oxo-etiocholanolone glucuronide"", ""6-({2,15-dimethyl-14,17-dioxotetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-5-yl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid""]]",[],[]
"""11-ketoetiocholanolone sulfate""","""11-ketoetiocholanolone sulfate""","""Metabolon HD4 [nt-ms]""","""38167 LC/MS Neg""","""urine""",true,"[""11-ketoetiocholanolone sulfate""]","[""38167_unknown"", ""38167_lcmsneg""]","[""CHEBI:34135""]",[],[],[],[],"[""11-Ketoetiocholanolone""]",[],[],[],[],[],"[""11-Ketoetiocholanolone"", [""11-Ketoetiocholanolone"", ""3alpha-Hydroxy-5beta-androstane-11,17-dione"", ""(3R,5R,8S,9S,10S,13S,14S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-11,17-quinone"", ""(3R,5R,8S,9S,10S,13S,14S)-10,13-dimethyl-3-oxidanyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-11,17-dione"", ""(3R,5R,8S,9S,10S,13S,14S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-11,17-dione"", ""11-Oxoaetiocholanolone"", ""3alpha-Hydroxy-11,17-dioxo-5beta-androstane"", ""11-Oxoetiocholanolone"", ""(3alpha,5beta)-3-hydroxy-Androstane-11,17-dione"", ""5beta-Androstan-3alpha-ol-11,17-dione"", ""(1S,2S,5R,7R,10S,11S,15S)-5-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecane-14,17-dione"", ""3-Hydroxyandrostane-11,17-dione""]]",[],[]
"""12-dehydrocholate""","""12-dehydrocholate""","""Metabolon HD4 [nt-ms]""","""44644 LC/MS Neg""","""urine""",true,"[""12-dehydrocholate""]","[""44644_unknown"", ""44644_lcmsneg""]","[""CHEBI:16312""]",[],"[""HMDB0000400""]","[""LMST04010176""]","[""94235""]","[""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid""]",[],"[""3,7-Dihydroxy-12-oxocholanoic acid""]","[""12-Ketochenodeoxycholic acid""]","[""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholan-24-oic acid""]","[""MIHNUBCEFJLAGN-DMMBONCOSA-N""]","[""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid"", [""3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate"", ""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholan-24-oic acid"", ""3,7-dihydroxy-12-oxocholanoic acid"", ""(3alpha,5beta,7alpha)-3,7-dihydroxy-12-oxocholan-24-oic acid""]]",[],"[""12-Ketochenodeoxycholic acid"", ""3,7-Dihydroxy-12-oxocholanoic acid; 12-Keto-CDCA""]"
"""16a-hydroxy DHEA 3-sulfate""","""16a-hydroxy DHEA 3-sulfate""","""Metabolon HD4 [nt-ms]""","""38168 LC/MS Neg""","""urine""",true,"[""16a-hydroxy DHEA 3-sulfate""]","[""38168_lcmsneg""]","[""CHEBI:87774""]","[""SLM:000501288""]","[""HMDB0062544""]","[""LMST05020022""]","[""20848951""]","[""16alpha-hydroxydehydroepiandrosterone 3-sulfate""]","[""3beta-sulfooxy-16alpha-hydroxy-androst-5-en-17-one""]","[""16alpha-Hydroxy DHEA 3-sulfate""]","[""3b,16a-Dihydroxyandrostenone sulfate""]","[""16alpha-hydroxy-17-oxoandrost-5-en-3beta-yl hydrogen sulfate""]","[""ALBNSVAJDFJRKQ-DNKQKWOHSA-N""]","[""16alpha-hydroxydehydroepiandrosterone 3-sulfate"", [""3beta-sulfooxy-16alpha-hydroxyandrost-5-en-17-one"", ""(3beta)-16alpha-hydroxy-17-oxoandrost-5-en-3-yl sulfate"", ""(3beta,16alpha)-16-hydroxy-17-oxoandrost-5-en-3-yl sulfate"", ""16alpha-hydroxy-17-oxoandrost-5-en-3beta-yl hydrogen sulfate"", ""16alpha-hydroxy-DHEA 3-sulfate""]]","[""3beta-sulfooxy-16alpha-hydroxy-androst-5-en-17-one""]","[""3b,16a-Dihydroxyandrostenone sulfate""]"
"""17alpha-hydroxypregnanolone glucuronide""","""17alpha-hydroxypregnanolone glucuronide""","""Metabolon HD4 [nt-ms]""","""47403 LC/MS Neg""","""urine""",true,"[""17alpha-hydroxypregnanolone glucuronide""]","[""47403_lcmsneg""]","[""CHEBI:34353""]",[],[],[],[],"[""3alpha,17alpha-dihydroxy-5beta-pregnan-20-one""]",[],[],[],"[""3alpha,17-dihydroxy-5beta-pregnan-20-one""]","[""LKQDFQLSEHWIRK-UKBVDAKRSA-N""]","[""3alpha,17alpha-dihydroxy-5beta-pregnan-20-one"", [""(3alpha,5beta)-3,17-dihydroxypregnan-20-one"", ""17alpha-hydroxypregnanolone"", ""3alpha,17-dihydroxy-5beta-pregnan-20-one"", ""3alpha,17alpha-dihydroxy-20-oxo-5beta-pregnane"", ""5beta-pregnane-3alpha,17alpha-diol-20-one"", ""5beta-pregnan-3alpha,17alpha-diol-20-one""]]",[],[]
"""2-acetamidophenol sulfate""","""2-acetamidophenol sulfate""","""Metabolon HD4 [nt-ms]""","""48580 LC/MS Neg""","""urine""",true,"[""2-acetamidophenol sulfate""]","[""48580_lcmsneg""]","[""CHEBI:133562""]",[],"[""HMDB0240381""]",[],"[""181671""]","[""2-acetamidophenol sulfate""]",[],"[""HPAA sulfate""]",[],"[""2-acetamidophenyl hydrogen sulfate""]","[""JCVGTUVGDOWZJE-UHFFFAOYSA-N""]","[""2-acetamidophenol sulfate"", [""2-Hydroxyacetanilide sulfate"", ""sulfuric acid mono-(2-acetylamino-phenyl ester)"", ""2-acetamidophenyl hydrogen sulfate"", ""2-acetamidophenyl sulfate""]]",[],[]
"""2-aminoadipate""","""2-aminoadipate""","""Metabolon HD4 [nt-ms]""","""6146 LC/MS Polar""","""urine""",true,"[""2-aminoadipate""]","[""6146_gcms"", ""6146_lcmsneg"", ""6146_lcmspos"", ""6146_lcmspolar""]","[""CHEBI:37024""]",[],"[""HMDB0302754""]","[""LMFA01170098""]","[""469""]","[""2-aminoadipic acid""]",[],"[""2-Aminoadipic acid""]","[""Aminoadipic acid""]","[""2-aminohexanedioic acid""]","[""OYIFNHCXNCRBQI-UHFFFAOYSA-N""]","[""2-aminoadipic acid"", [""2-aminoadipic acid"", ""2-aminohexanedioic acid"", ""alpha-aminoadipic acid"", ""Aad"", ""DL-2-Aminohexanedioic acid"", ""DL-alpha-Aminoadipic acid"", ""(+/-)-2-Aminoadipic acid"", ""DL-alpha-Aminoadipic acid"", ""DL-2-Aminoadipic acid"", ""alpha-Aminoadipic acid"", ""aminoadipic acid""]]",[],"[""Aminoadipic acid""]"
"""2-aminooctanoate""","""2-aminooctanoate""","""Metabolon HD4 [nt-ms]""","""43343 LC/MS Pos Late""","""urine""",true,"[""2-aminooctanoate""]","[""43343_lcmspos"", ""43343_lcmsposlate"", ""43343_lcmsneg""]","[""CHEBI:75145""]",[],"[""HMDB0000991""]","[""LMFA01100056""]","[""69522""]","[""2-aminooctanoic acid""]",[],"[""DL-2-Aminooctanoic acid""]","[""DL-2-amino-octanoic acid""]",[],"[""AKVBCGQVQXPRLD-UHFFFAOYSA-N""]","[""2-aminooctanoic acid"", [""alpha-aminocaprylic acid"", ""alpha-aminooctanoic acid"", ""2-amino-DL-caprylic acid"", ""(+/-)-2-aminooctanoic acid"", ""(+-)-2-aminooctanoic acid"", ""2-aminocaprylic acid"", ""DL-alpha-aminocaprylic acid"", ""dl-alpha-amino-n-caprylic acid"", ""dl-2-aminocaprylic acid"", ""NSC 20147"", ""D,L-2-aminooctanoic acid"", ""DL-2-aminooctanoic acid""]]",[],"[""DL-2-amino-octanoic acid""]"
"""2-aminophenol sulfate""","""2-aminophenol sulfate""","""Metabolon HD4 [nt-ms]""","""43266 LC/MS Neg""","""urine""",true,"[""2-aminophenol sulfate""]","[""43266_lcmsneg""]","[""CHEBI:133186""]",[],"[""HMDB0061116""]",[],"[""181670""]","[""2-aminophenyl hydrogen sulfate""]",[],"[""2-aminophenol sulphate""]",[],"[""2-aminophenyl hydrogen sulfate""]","[""VSTZVCJQGSLNLL-UHFFFAOYSA-N""]","[""2-aminophenyl hydrogen sulfate"", [""2-aminophenol hydrogen sulfate"", ""2-aminophenol sulfate"", ""2-Aminophenyl sulfate"", ""sulfuric acid mono-(2-aminophenyl ester)"", ""(2-aminophenyl)oxidanesulfonic acid"", ""2-aminophenyl hydrogen sulfate"", ""o-aminophenyl hydrogen sulfate"", ""o-aminophenol hydrogen sulfate""]]",[],[]
"""2-ethylphenylsulfate""","""2-ethylphenylsulfate""","""Metabolon HD4 [nt-ms]""","""36847 LC/MS Neg""","""urine""",true,"[""2-ethylphenylsulfate""]","[""36847_lcmsneg""]","[""CHEBI:178081""]",[],[],[],"[""22165369""]","[""2-ethylphenylsulfate""]",[],[],[],[],[],"[""2-ethylphenylsulfate"", [""bis(2-ethylphenyl) sulate""]]",[],[]
"""2-fucosyllactose""","""2-fucosyllactose""","""Metabolon HD4 [nt-ms]""","""48146 LC/MS Polar""","""urine""",true,"[""2-fucosyllactose""]","[""48146_lcmspolar""]","[""CHEBI:147155""]",[],[],[],[],"[""2'-fucosyllactose""]",[],[],[],"[""6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose""]","[""SNFSYLYCDAVZGP-OLAZETNGSA-N""]","[""2'-fucosyllactose"", [""Fuc(a1-2)Gal(b1-4)Glc"", ""6-deoxy-alpha-L-galacto-hexopyranosyl-(1->2)-beta-D-galacto-hexopyranosyl-(1->4)-D-gluco-hexopyranose"", ""WURCS=2.0/3,3,2/[a2122h-1x_1-5][a2112h-1b_1-5][a1221m-1a_1-5]/1-2-3/a4-b1_b2-c1"", ""6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)-D-glucopyranose"", ""(2S,3S,4R,5S,6S)-2-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[(2R,3S,4R,5R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol"", ""2'-O-alpha-L-fucosyl-lactose"", ""2'-FL"", ""2'-fucosyllactose"", ""2'-FucLac"", ""alpha-L-Fucp-(1->2)-beta-D-Galp-(1->4)-D-Glcp"", ""alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-Glc""]]",[],[]
"""2-hydroxy-3-methylvalerate""","""2-hydroxy-3-methylvalerate""","""Metabolon HD4 [nt-ms]""","""36746 LC/MS Neg""","""urine""",true,"[""2-hydroxy-3-methylvalerate""]","[""36746_lcmsneg""]","[""CHEBI:133083""]",[],"[""HMDB0000317""]",[],[],"[""2-hydroxy-3-methylpentanoic acid""]",[],"[""2-Hydroxy-3-methylpentanoic acid""]",[],"[""2-hydroxy-3-methylpentanoic acid""]","[""RILPIWOPNGRASR-UHFFFAOYSA-N""]","[""2-hydroxy-3-methylpentanoic acid"", [""2-hydroxy-3-methylpentanoic acid"", ""2-Hydroxy-3-methylvaleric acid"", ""alpha-hydroxy-beta-methylpentanoic acid"", ""isoleucic acid"", ""alpha-hydroxy-beta-methylvaleric acid""]]",[],[]
"""2-hydroxyacetaminophen sulfate*""","""2-hydroxyacetaminophen sulfate*""","""Metabolon HD4 [nt-ms]""","""33173 LC/MS Neg""","""urine""",true,"[""2-hydroxyacetaminophen sulfate*""]","[""33173_lcmsneg""]","[""CHEBI:82942""]",[],"[""HMDB0062547""]",[],[],"[""4-(acetylamino)-3-hydroxyphenyl hydrogen sulfate""]",[],"[""2-Hydroxyacetaminophen sulfate""]",[],"[""4-acetamido-3-hydroxyphenyl hydrogen sulfate""]","[""HRLQZTOIKWEZBN-UHFFFAOYSA-N""]","[""4-(acetylamino)-3-hydroxyphenyl hydrogen sulfate"", [""4-acetamido-3-hydroxyphenyl hydrogen sulfate"", ""2-hydroxyacetaminophen sulfate""]]",[],[]
"""2-hydroxyadipate""","""2-hydroxyadipate""","""Metabolon HD4 [nt-ms]""","""31934 LC/MS Polar""","""urine""",true,"[""2-hydroxyadipate""]","[""31934_unknown"", ""31934_lcmspolar""]","[""CHEBI:17023""]",[],"[""HMDB0000321""]","[""LMFA01170049""]","[""193530""]","[""2-hydroxyadipic acid""]",[],"[""2-Hydroxyadipic acid""]","[""2-Hydroxyadipic acid""]","[""2-hydroxyhexanedioic acid""]","[""OTTXIFWBPRRYOG-UHFFFAOYSA-N""]","[""2-hydroxyadipic acid"", [""2-Hydroxyadipate"", ""2-hydroxyhexanedioic acid"", ""2-Hydroxyhexanedioic acid"", ""2-Hydroxyadipic acid""]]",[],"[""2-Hydroxyadipic acid""]"
"""2-hydroxybutyrate/2-hydroxyisobutyrate""","""2-hydroxybutyrate/2-hydroxyisobutyrate""","""Metabolon HD4 [nt-ms]""","""52281 LC/MS Polar""","""urine""",true,"[""2-hydroxybutyrate/2-hydroxyisobutyrate""]","[""52281_lcmspolar""]","[""CHEBI:50129"", ""CHEBI:1148""]",[],"[""HMDB0000729""]","[""LMFA01050417""]","[""11671""]","[""2-hydroxyisobutyric acid"", ""2-hydroxybutyric acid""]",[],"[""alpha-Hydroxyisobutyric acid""]","[""alpha-hydroxy-isobutyric acid""]","[""2-hydroxy-2-methylpropanoic acid"", ""2-hydroxybutanoic acid""]","[""BWLBGMIXKSTLSX-UHFFFAOYSA-N"", ""AFENDNXGAFYKQO-UHFFFAOYSA-N""]","[""2-hydroxyisobutyric acid"", ""2-hydroxybutyric acid"", [""2-Hydroxyisobutyric acid"", ""2-Hydroxy-2-methylpropionic acid"", ""2-Methyllactic acid"", ""Acetonic acid"", ""Hydroxydimethylacetic acid"", ""alpha-hydroxyisobutyric acid"", ""2-hydroxy-2-methylpropanoic acid"", ""alpha-hydroxy-alpha-methylpropanoic acid"", ""2-Methyl-2-hydroxypropionsaeure"", ""2-Hydroxy-2-methylpropionsaeure"", ""2-methyl-2-hydroxypropanoic acid"", ""HIBA"", ""acide 2-hydroxy-2-methylpropanoique"", ""acido 2-hidroxi-2-metilpropionico"", ""alpha-hydroxy-alpha-methylpropionic acid"", ""alpha-hydroxyisobutanoic acid""], [""2-Hydroxybutyric acid"", ""2-Hydroxybutanoic acid"", ""2-hydroxybutanoic acid"", ""2-Hydroxybutyric acid"", ""alpha-hydroxybutanoic acid"", ""alpha-hydroxybutyric acid""]]",[],"[""alpha-hydroxy-isobutyric acid"", ""Acetonic acid""]"
"""2-hydroxyglutarate""","""2-hydroxyglutarate""","""Metabolon HD4 [nt-ms]""","""37253 LC/MS Pos Early""","""urine""",true,"[""2-hydroxyglutarate""]","[""37253_gcms"", ""37253_lcmsposearly"", ""37253_lcmsneg""]","[""CHEBI:17084""]",[],"[""HMDB0059655""]","[""LMFA01050483""]","[""43""]","[""2-hydroxyglutaric acid""]",[],"[""2-Hydroxyglutarate""]","[""2-hydroxyglutaric acid""]","[""2-hydroxypentanedioic acid""]","[""HWXBTNAVRSUOJR-UHFFFAOYSA-N""]","[""2-hydroxyglutaric acid"", [""2-hydroxypentanedioic acid"", ""2-hydroxyglutaric acid"", ""alpha-hydroxyglutaric acid""]]",[],"[""2-hydroxyglutaric acid"", ""2-hydroxyglutaric acid""]"
"""2-hydroxyhippurate (salicylurate)""","""2-hydroxyhippurate (salicylurate)""","""Metabolon HD4 [nt-ms]""","""18281 LC/MS Neg""","""urine""",true,"[""2-hydroxyhippurate (salicylurate)""]","[""18281_lcmsneg""]","[""CHEBI:9008""]",[],"[""HMDB0000840""]",[],"[""10253""]","[""salicyluric acid""]",[],"[""Salicyluric acid""]",[],"[""N-(2-hydroxybenzoyl)glycine""]","[""ONJSZLXSECQROL-UHFFFAOYSA-N""]","[""salicyluric acid"", [""Salicylurate"", ""N-(2-Hydroxybenzoyl)-glycine"", ""Salicyluric acid"", ""(2-hydroxybenzamido)acetic acid"", ""N-Salicyloylglycine"", ""Salicyloylglycine"", ""o-Hydroxyhippuric acid"", ""N-(2-hydroxybenzoyl)glycine""]]",[],[]
"""2-hydroxyibuprofen""","""2-hydroxyibuprofen""","""Metabolon HD4 [nt-ms]""","""43330 LC/MS Neg""","""urine""",true,"[""2-hydroxyibuprofen""]","[""43330_lcmsneg"", ""43330_lcmspos""]","[""CHEBI:133197""]",[],"[""HMDB0060920""]",[],"[""10443535""]","[""2-hydroxyibuprofen""]",[],"[""2-Hydroxyibuprofen""]",[],"[""2-[4-(2-hydroxy-2-methylpropyl)phenyl]propanoic acid""]","[""UJHKVYPPCJBOSG-UHFFFAOYSA-N""]","[""2-hydroxyibuprofen"", [""Hydroxyibuprofen"", ""Ibuprofen OH"", ""2,4'-(2-Hydroxy-2-methylpropyl)phenylpropionic acid"", ""2-[4-(2-hydroxy-2-methylpropyl)phenyl]propanoic acid""]]",[],[]
"""2-hydroxyphenylacetate""","""2-hydroxyphenylacetate""","""Metabolon HD4 [nt-ms]""","""1432 LC/MS Polar""","""urine""",true,"[""2-hydroxyphenylacetate""]","[""1432_lcmspolar""]","[""CHEBI:28478""]",[],"[""HMDB0000669""]",[],"[""11970""]","[""(2-hydroxyphenyl)acetic acid""]",[],"[""ortho-Hydroxyphenylacetic acid""]",[],"[""(2-hydroxyphenyl)acetic acid""]","[""CCVYRRGZDBSHFU-UHFFFAOYSA-N""]","[""(2-hydroxyphenyl)acetic acid"", [""(2-hydroxyphenyl)acetic acid"", ""o-hydroxyphenylacetic acid"", ""2-hydroxybenzeneacetic acid"", ""(o-hydroxyphenyl)acetic acid"", ""2'-hydroxyphenylacetic acid"", ""2-hydroxyphenylacetic acid""]]",[],[]
"""2-isopropylmalate""","""2-isopropylmalate""","""Metabolon HD4 [nt-ms]""","""15667 LC/MS Neg""","""urine""",true,"[""2-isopropylmalate""]","[""15667_unknown"", ""15667_lcmsneg""]","[""CHEBI:28635""]","[""SLM:000489965""]",[],[],[],"[""2-isopropylmalic acid""]","[""(2S)-2-isopropylmalate""]",[],[],"[""2-hydroxy-2-(propan-2-yl)butanedioic acid""]","[""BITYXLXUCSKTJS-UHFFFAOYSA-N""]","[""2-isopropylmalic acid"", [""2-hydroxy-2-(propan-2-yl)butanedioic acid"", ""2-hydroxy-2-isopropylsuccinic acid"", ""3-carboxy-3-hydroxy-4-methylpentanoic acid"", ""3-carboxy-3-hydroxyisocaproic acid"", ""alpha-isopropylmalic acid"", ""alpha-isopropylmalate"", ""2-hydroxy-2-(1-methylethyl)butanedioic acid""]]","[""(2S)-2-isopropylmalate""]",[]
"""2-keto-3-deoxy-gluconate""","""2-keto-3-deoxy-gluconate""","""Metabolon HD4 [nt-ms]""","""48141 LC/MS Polar""","""urine""",true,"[""2-keto-3-deoxy-gluconate""]","[""48141_unknown"", ""48141_lcmspolar""]","[""CHEBI:17032""]",[],[],[],[],"[""2-dehydro-3-deoxy-D-gluconic acid""]",[],[],[],"[""3-deoxy-D-erythro-hex-2-ulosonic acid""]","[""WPAMZTWLKIDIOP-WVZVXSGGSA-N""]","[""2-dehydro-3-deoxy-D-gluconic acid"", [""2-Dehydro-3-deoxy-D-gluconate"", ""2-dehydro-3-deoxy-D-gluconate"", ""3-deoxy-D-erythro-hex-2-ulosonic acid"", ""3-deoxy-D-erythro-2-hexulosonic acid"", ""3-Deoxy-2-oxo-D-gluconate"", ""2-Keto-3-deoxy-D-gluconate""]]",[],[]
"""2-methoxyacetaminophen glucuronide*""","""2-methoxyacetaminophen glucuronide*""","""Metabolon HD4 [nt-ms]""","""33161 LC/MS Neg""","""urine""",true,"[""2-methoxyacetaminophen glucuronide*""]","[""33161_lcmsneg"", ""33161_lcmspos""]","[""CHEBI:133005""]",[],"[""HMDB0240215""]",[],[],"[""2-methoxyacetaminophen glucuronide""]",[],"[""2-Methoxyacetaminophen glucuronide""]",[],"[""4-acetamido-3-methoxyphenyl beta-D-glucopyranosiduronic acid""]","[""GDCCQRYSPGZVPX-DKBOKBLXSA-N""]","[""2-methoxyacetaminophen glucuronide"", [""4-acetamido-3-methoxyphenyl beta-D-glucopyranosiduronic acid"", ""2-methoxyacetaminophen beta-D-glucuronide"", ""2-methoxyacetaminophen O-beta-D-glucosiduronic acid""]]",[],[]
"""2-methoxyacetaminophen sulfate*""","""2-methoxyacetaminophen sulfate*""","""Metabolon HD4 [nt-ms]""","""47031 LC/MS Neg""","""urine""",true,"[""2-methoxyacetaminophen sulfate*""]","[""47031_lcmsneg""]","[""CHEBI:82944""]",[],"[""HMDB0062550""]",[],[],"[""2-methoxyacetaminophen sulfate""]",[],"[""2-Methoxyacetaminophen sulfate""]",[],"[""4-acetamido-3-methoxyphenyl hydrogen sulfate""]","[""NZKKXAGORRATJB-UHFFFAOYSA-N""]","[""2-methoxyacetaminophen sulfate"", [""4-acetamido-3-methoxyphenyl hydrogen sulfate"", ""4-(acetylamino)-3-methoxyphenyl hydrogen sulfate""]]",[],[]
"""2-methoxyresorcinol sulfate""","""2-methoxyresorcinol sulfate""","""Metabolon HD4 [nt-ms]""","""48445 LC/MS Neg""","""urine""",true,"[""2-methoxyresorcinol sulfate""]","[""48445_lcmsneg""]","[""CHEBI:133548""]",[],"[""HMDB0240694""]",[],"[""122164840""]","[""2-methoxyresorcinol sulfate""]",[],"[""Methylpyrogallol sulfate 3""]",[],"[""3-hydroxy-2-methoxyphenyl hydrogen sulfate""]","[""ARLAWMCEVZUXEY-UHFFFAOYSA-N""]","[""2-methoxyresorcinol sulfate"", [""2-methoxyresorcinol monosulfate"", ""2-methylpyrogallol 1-O-sulfate"", ""2-methylpyrogallol 1-sulfate"", ""2-methylpyrogallol sulfate"", ""2-methylpyrogallol monosulfate"", ""3-hydroxy-2-methoxyphenyl hydrogen sulfate""]]",[],[]
"""2-methylbutyrylcarnitine (C5)""","""2-methylbutyrylcarnitine (C5)""","""Metabolon HD4 [nt-ms]""","""45095 LC/MS Pos Early""","""urine""",true,"[""2-methylbutyrylcarnitine (C5)""]","[""45095_lcmspos"", ""45095_lcmsposearly""]","[""CHEBI:73026""]",[],"[""HMDB0000378""]","[""LMFA07070034""]","[""6426901""]","[""2-methylbutyrylcarnitine""]",[],"[""2-Methylbutyroylcarnitine""]","[""2-Methylbutyroylcarnitine""]","[""3-[(2-methylbutanoyl)oxy]-4-(trimethylazaniumyl)butanoate""]","[""IHCPDBBYTYJYIL-UHFFFAOYSA-N""]","[""2-methylbutyrylcarnitine"", [""3-[(2-methylbutanoyl)oxy]-4-(trimethylazaniumyl)butanoate"", ""2-Methylbutyroylcarnitine"", ""3-[(2-methylbutanoyl)oxy]-4-(trimethylammonio)butanoate""]]",[],"[""2-Methylbutyroylcarnitine""]"
"""2-methylbutyrylglycine""","""2-methylbutyrylglycine""","""Metabolon HD4 [nt-ms]""","""31928 LC/MS Neg""","""urine""",true,"[""2-methylbutyrylglycine""]","[""31928_lcmspos"", ""31928_lcmsneg""]","[""CHEBI:86366""]",[],"[""HMDB0000339""]",[],"[""193872""]","[""N-(2-methylbutanoyl)glycine""]",[],"[""2-Methylbutyrylglycine""]",[],"[""N-(2-methylbutanoyl)glycine""]","[""HOACIBQKYRHBOW-UHFFFAOYSA-N""]","[""N-(2-methylbutanoyl)glycine"", [""N-(2-methylbutanoyl)glycine"", ""2-Methylbutyrylglycine"", ""alpha-Methylbutyrylglycine""]]",[],[]
"""2-methylcitrate""","""2-methylcitrate""","""Metabolon HD4 [nt-ms]""","""37483 LC/MS Pos Early""","""urine""",true,"[""2-methylcitrate""]","[""37483_gcms"", ""37483_lcmsposearly""]","[""CHEBI:30835""]",[],"[""HMDB0000379""]",[],"[""515""]","[""2-methylcitric acid""]",[],"[""2-Methylcitric acid""]",[],"[""3-C-carboxy-2,4-dideoxy-2-methylpentaric acid""]","[""YNOXCRMFGMSKIJ-UHFFFAOYSA-N""]","[""2-methylcitric acid"", [""2-hydroxybutane-1,2,3-tricarboxylic acid"", ""2-hydroxy-1,2,3-butanetricarboxylic acid"", ""3-C-carboxy-2,4-dideoxy-2-methylpentaric acid""]]",[],[]
